url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.giornaledibrescia.it/italia-e-estero/trump-ordina-indagine-su-insabbiamento-salute-di-biden-fj2yfnlb,,Trump ordina indagine su insabbiamento salute di Biden,20250605T023000Z,https://api.gdb.atexcloud.io/image-service/view/acePublic/alias/contentid/1jne4lquuzky3262gjh/0/usa-trump-inauguration.webp?f=16%3A9,giornaledibrescia.it,English,Italy
https://www.ilgiornaledivicenza.it/news/mondo/venezuela-viaggiare-negli-usa-%C3%A8-un-grande-rischio-1.12701287,https://www.larena.it/news/mondo/venezuela-viaggiare-negli-usa-%C3%A8-un-grande-rischio-1.12701287/amp,"Venezuela ,  viaggiare negli united states è un grande rischio  ",20250605T061500Z,https://gfx.ilgiornaledivicenza.it/image/contentid/policy:1.12701288:1749086707/image.jpg?f=16x9&$p$f$h$w=7061f55,ilgiornaledivicenza.it,Italian,Italy
https://www.larena.it/news/mondo/venezuela-viaggiare-negli-usa-%C3%A8-un-grande-rischio-1.12701287,https://www.larena.it/news/mondo/venezuela-viaggiare-negli-usa-%C3%A8-un-grande-rischio-1.12701287/amp,"Venezuela ,  viaggiare negli united states è un grande rischio  ",20250605T041500Z,https://gfx.larena.it/image/contentid/policy:1.12701288:1749086707/image.jpg?f=16x9&$p$f$h$w=7061f55,larena.it,Italian,Italy
https://www.iodonna.it/spettacoli/tv/2025/06/05/il-talento-di-mr-c-rai2/,,"Il talento di Mr . C su Rai 2 : trama film , cast , Nicolas Cage",20250605T184500Z,https://static2.iodonna.it/wp-content/uploads/2025/06/il-talento-di-mr-c-film-raiplay-trama-cast-action-location2.jpg?v=2576605,iodonna.it,Italian,Italy
https://www.prealpina.it/pages/venezuela-viaggiare-negli-usa-e-un-grande-rischio-380751.html,,"Venezuela ,  viaggiare negli united states è un grande rischio  ",20250605T023000Z,https://www.prealpina.it/uploads/spareparts/2025/06/05/pagina_380751/3ec4255e959226fb34a4aa26099741fc_6840f319a13a9.jpg,prealpina.it,Italian,Italy
https://www.giornaledibrescia.it/italia-e-estero/trump-ottima-la-telefonata-con-il-presidente-cinese-xi-gwayf95u,,"Trump , ottima la telefonata con il presidente cinese Xi",20250605T153000Z,https://api.gdb.atexcloud.io/image-service/view/acePublic/alias/contentid/1jnvc4v4d5h7hh674jg/1/usa-government.webp?f=16%3A9,giornaledibrescia.it,English,Italy
https://www.ansa.it/sito/notizie/mondo/asia/2025/06/05/xi-a-trump-attenti-su-taiwan-per-evitare-scontro-cina-usa_383ac7e4-22b8-40a7-8909-3304f983a83d.html,https://www.ansa.it/amp/sito/notizie/mondo/asia/2025/06/05/xi-a-trump-attenti-su-taiwan-per-evitare-scontro-cina-usa_383ac7e4-22b8-40a7-8909-3304f983a83d.html,"Xi a Trump , attenti su Taiwan per evitare scontro Cina - Usa - Asia",20250605T161500Z,https://www.ansa.it/webimages/img_1129x635/2025/5/8/59c47f95257e24f691066f83606fb648.jpg,ansa.it,Italian,Italy
https://www.ansa.it/sito/notizie/topnews/2025/06/05/xi-a-trump-attenti-su-taiwan-per-evitare-scontro-cina-usa_fa5f5ec8-f790-4111-a440-672d10c96cb6.html,,"Xi a Trump , attenti su Taiwan per evitare scontro Cina - Usa - Ultima ora",20250605T154500Z,https://www.ansa.it/webimages/img_1129x635/2025/5/8/59c47f95257e24f691066f83606fb648.jpg,ansa.it,Italian,Italy
https://www.tuttomercatoweb.com/serie-a/pisa-pronto-un-primo-colpo-per-la-serie-a-i-toscani-sono-molto-vicini-a-dawidowicz-2110663,https://m.tuttomercatoweb.com/amp/serie-a/pisa-pronto-un-primo-colpo-per-la-serie-a-i-toscani-sono-molto-vicini-a-dawidowicz-2110663,"Pisa , pronto un primo colpo per la Serie A . I toscani sono molto vicini a Dawidowicz",20250604T231500Z,https://tmw-storage.tcccdn.com/storage/tuttomercatoweb.com/img_notizie/thumb3/de/de48ce19341c38f6e769f51477630b36-50243-oooz0000.jpeg,tuttomercatoweb.com,Italian,Italy
"https://www.asianews.it/news-en/Tehran:-Christian-convert-freed-after-15-months,-but-psychologically-scarred-63228.html",,"ASIA TODAY Tehran : Christian convert freed after 15 months , but psychologically scarred",20250605T130000Z,https://www.asianews.it/files/img/Asia_Today_.png,asianews.it,English,Italy
https://www.giornaledibrescia.it/italia-e-estero/trump-vieta-i-viaggi-negli-usa-da-12-paesi-q5bonnau,,Trump vieta i viaggi negli united states da 12 Paesi,20250605T023000Z,https://api.gdb.atexcloud.io/image-service/view/acePublic/alias/contentid/1jndqhjzcjyg5cjerd1/1/usa-trump-musk.webp?f=16%3A9,giornaledibrescia.it,English,Italy
https://www.borsaitaliana.it/borsa/notizie/radiocor/prima-pagina/dettaglio/borsa-tokyo-chiude-in-rialzo-dello-05-su-allentamento-tensioni-cinausa-nRC_06062025_0918_190141959.html,,"Borsa Tokyo : chiude in rialzo dello 0 , 5 % su allentamento tensioni Cina - Usa",20250606T081500Z,,borsaitaliana.it,Italian,Italy
https://www.tuttomercatoweb.com/serie-a/fiorentina-contatti-avviati-per-avere-thauvin-il-francese-e-in-scadenza-con-l-udinese-2110541,https://m.tuttomercatoweb.com/amp/serie-a/fiorentina-contatti-avviati-per-avere-thauvin-il-francese-e-in-scadenza-con-l-udinese-2110541,"Fiorentina , contatti avviati per avere Thauvin . Il francese è in scadenza con lUdinese",20250604T174500Z,https://tmw-storage.tcccdn.com/storage/tuttomercatoweb.com/img_notizie/thumb3/fd/fd808c2b807679d459951d21070bc61f-26884-oooz0000.jpeg,tuttomercatoweb.com,Italian,Italy
https://www.ansa.it/sito/notizie/topnews/2025/06/05/xi-a-trump-importante-eliminare-interferenze-e-sabotaggi_03b77197-cb0a-43b8-83a2-3b09734b7936.html,,"Xi a Trump , importante eliminare interferenze e sabotaggi - Ultima ora",20250605T154500Z,https://www.ansa.it/webimages/img_1129x635/2025/3/28/84c9d696bd8cc46cbb95636a9c479dd0.jpg,ansa.it,Italian,Italy
https://www.milanofinanza.it/news/usa-cina-donald-trump-ottima-la-telefonata-con-xi-jinping-202506051744081072,,"Usa - Cina , Donald Trump : ottima la telefonata con Xi Jinping",20250605T161500Z,https://static.milanofinanza.it/content_upload/img/2025/06/202506051744081072/Imagoeconomica_2462613-724540.jpg,milanofinanza.it,Italian,Italy
https://www.ansa.it/sito/notizie/mondo/americalatina/2025/06/06/arrestato-un-ex-militare-per-una-strage-nella-dittatura-pinochet_c35d29a4-5fa9-4e25-97d6-2c5044bb6bed.html,https://www.ansa.it/amp/sito/notizie/mondo/americalatina/2025/06/06/arrestato-un-ex-militare-per-una-strage-nella-dittatura-pinochet_c35d29a4-5fa9-4e25-97d6-2c5044bb6bed.html,Arrestato un ex militare per una strage nella dittatura Pinochet - America Latina,20250606T011500Z,https://www.ansa.it/webimages/img_1129x635/2025/6/6/8dd3403f4b63cf1a5eb060d2c22caba7.jpg,ansa.it,Italian,Italy
https://www.bolognatoday.it/cronaca/gennaro-maffia-duplice-omicidio-bolognina-indagini.html,,"Duplice omicidio in Bolognina , ecco i tempi per lestradizione del presunto assassino",20250605T101500Z,https://www.bolognatoday.it/~media/horizontal-hi/17142309769333/omicidio-in-bolognina-ok.jpg,bolognatoday.it,Italian,Italy
https://www.ansa.it/english/news/politics/2025/06/04/talks-with-macron-very-useful-says-meloni_49d84295-b583-49b1-a472-02f4c1aa9e7b.html,https://www.ansa.it/amp/english/news/politics/2025/06/04/talks-with-macron-very-useful-says-meloni_49d84295-b583-49b1-a472-02f4c1aa9e7b.html,Talks with Macron  very useful  says Meloni - Politics,20250604T123000Z,https://www.ansa.it/webimages/img_1129x635/2025/6/4/7b63d05033edbc79386e0aae6b62081d.jpg,ansa.it,English,Italy
https://www.ansa.it/ansamednew/ar/notizie/energia/2025/06/04/-_97ed25ea-bc96-40dc-9160-7fee3bf0bff1.html,,مطارفيوميتشينو يحتضن أكبر نظام لتخزين الطاقة في إيطاليا - طاقة,20250604T104500Z,https://www.ansa.it/webimages/img_1129x635/2025/6/4/8458ec15ec4db3bc4c48a0ba4f072f40.jpg,ansa.it,Arabic,Italy
https://www.ansa.it/china/notizie/cina/2025/06/06/-0.5_b5c6c956-b437-4a11-bcd4-f7320450f0d8.html,,证券交易所 ： 亚洲瞬息万变 ， 谨慎情绪占据上风 ， 东京 0 . 5 % - 中国,20250606T073000Z,https://www.ansa.it/webimages/img_1129x635/2024/1/8/21a918d39f2a0a71a02c2a7aff323d2f.jpg,ansa.it,Chinese,Italy
https://www.ilgiornale.it/news/ansa/kompatscher-bruxelles-proteggere-lagricoltura-montagna-2489760.html,,Kompatscher a Bruxelles :  Proteggere lagricoltura di montagna  ,20250604T184500Z,,ilgiornale.it,Italian,Italy
https://www.ansa.it/ansamednew/ar/notizie/topnews/latestnews/2025/06/04/-_88232bc0-d187-4df2-acdc-74ec0deef719.html,,ميلوني : اجتماع روما مع ماكرون  مفيد للغاية  - آخر الأخبار,20250604T134500Z,https://www.ansa.it/webimages/img_1129x635/2025/6/3/b1df2f622e813458e36c1561e5bb03b0.jpg,ansa.it,Arabic,Italy
https://www.varesenews.it/2025/06/una-fontana-per-clivio-realizzata-dagli-studenti-del-liceo-artistico-frattini-di-varese/2261827/,,  Una fontana per Clivio  realizzata dagli studenti del Liceo Artistico Frattini di Varese,20250606T063000Z,https://www.varesenews.it/photogallery_new/images/2025/06/una-fontana-per-clivio-1887118.610x431.jpg,varesenews.it,Italian,Italy
https://www.ilgiornale.it/news/politica/dazi-usa-e-cina-riprendono-dialogo-2490484.html,,"Dazi , united states e Cina riprendono il dialogo",20250606T054500Z,https://img.ilgcdn.com/sites/default/files/styles/social/public/foto/2025/06/06/1749185420-azdbewi85yewjj-rerpd-fotogramma.jpeg?_=1749185420,ilgiornale.it,Italian,Italy
https://www.zazoom.it/2025-06-05/il-lavoro-di-alberto-in-venezuela-era-solo-di-carattere-umanitario-non-politico-parla-armanda-colusso-la-madre-di-trentini/17127237/,,Il lavoro di Alberto in Venezuela era solo di carattere umanitario non politico | parla Armanda Colusso la madre di Trentini,20250605T064500Z,https://st.ilfattoquotidiano.it/wp-content/uploads/2025/05/21/alberto-trentini-1200-690x362-1.jpg,zazoom.it,Italian,Italy
https://www.iltempo.it/spettacoli-tv/2025/06/04/news/ascolti-tv-chi-ha-vinto-ieri-3-giugno-prima-serata-belve-le-iene-doc-doppio-gioco-42854525/,https://www.iltempo.it/spettacoli-tv/2025/06/04/news/ascolti-tv-chi-ha-vinto-ieri-3-giugno-prima-serata-belve-le-iene-doc-doppio-gioco-42854525/amp/,"Ascolti tv , chi vince la prima serata . I graffi di Belve e Le Iene",20250604T134500Z,https://img.iltempo.it/images/2025/06/04/094340586-40ff6e14-c05b-496f-b3f0-14f0c9e30747.jpg,iltempo.it,Italian,Italy
https://www.europacalcio.it/inter-monitora-nicolas-jackson-il-chelsea-puo-aprire-alla-cessione-328272/,,Inter monitora Nicolas Jackson : il Chelsea può aprire alla cessione,20250604T183000Z,https://www.europacalcio.it/wp-content/uploads/2024/09/IMG_7492.jpg,europacalcio.it,Italian,Italy
https://www.ansa.it/sito/notizie/cultura/libri/altre_proposte/2025/06/05/pride-month-tra-incontri-e-bookclub-nelle-librerie-feltrinelli_cb20f9f4-134c-47cc-82fc-a01d5ed52237.html,https://www.ansa.it/amp/sito/notizie/cultura/libri/altre_proposte/2025/06/05/pride-month-tra-incontri-e-bookclub-nelle-librerie-feltrinelli_cb20f9f4-134c-47cc-82fc-a01d5ed52237.html,Pride Month tra incontri e bookclub nelle Librerie Feltrinelli - Libri - Altre Proposte,20250605T180000Z,https://www.ansa.it/webimages/img_1129x635/2025/6/5/f8c8859caf82bfad7067465b62d477d9.jpg,ansa.it,Italian,Italy
https://www.cei.int/ansa/161170,,News | CEI,20250605T020000Z,,cei.int,English,Italy
https://www.borsaitaliana.it/borsa/notizie/radiocor/finanza/dettaglio/economia-e-finanza-dai-giornali-usa-nRC_05062025_1330_335179747.html,,Economia e finanza dai giornali united states - Borsa Italiana,20250605T123000Z,,borsaitaliana.it,English,Italy
https://www.gazzetta.it/Calcio/Calciomercato/Napoli/05-06-2025/mercato-napoli-azzurri-su-lang-e-ben-seghir.shtml,https://www.gazzetta.it/Calcio/Calciomercato/Napoli/05-06-2025/mercato-napoli-azzurri-su-lang-e-ben-seghir_amp.shtml,Mercato Napoli : azzurri su Lang e Ben Seghir,20250605T224500Z,https://dimages2.gazzettaobjects.it/files/og_thumbnail/uploads/2025/05/22/682f23e3ee668.jpeg,gazzetta.it,Italian,Italy
https://www.milanofinanza.it/news/bce-ecco-perche-roma-ha-le-carte-in-regola-per-proporre-un-italiano-alla-presidenza-202506042007077988,,"Bce , ecco perché Roma ha le carte in regola per proporre un italiano alla presidenza",20250604T191500Z,https://static.milanofinanza.it/content_upload/img/2025/06/202506042007077988/obj2663460_1-314939.jpeg,milanofinanza.it,Italian,Italy
https://www.borsaitaliana.it/borsa/notizie/radiocor/finanza/dettaglio/morning-note-economia-e-finanza-dai-giornali-esteri-nRC_05062025_1024_207415636.html,,Morning note : economia e finanza dai giornali esteri,20250605T123000Z,,borsaitaliana.it,English,Italy
https://www.borsaitaliana.it/borsa/notizie/radiocor/finanza/dettaglio/morning-note-economia-e-finanza-dai-giornali-esteri-nRC_04062025_1018_233120858.html,,Morning note : economia e finanza dai giornali esteri,20250604T121500Z,,borsaitaliana.it,English,Italy
https://www.tg24.info/cassino-nicolas-marzolino-ricevuto-in-comune-dal-sindaco-salera-e-dallassessore-vacca/,,Cassino – Nicolas Marzolino ricevuto in comune dal sindaco Salera e dallassessore Vacca,20250605T134500Z,https://www.tg24.info/network/wp-content/uploads/2025/06/nicolas-marzolino1.jpg,tg24.info,Italian,Italy
https://www.ilfattoquotidiano.it/2025/06/05/friedman-rousseau-m5s-casaleggio-polemica/8015791/,https://www.ilfattoquotidiano.it/2025/06/05/friedman-rousseau-m5s-casaleggio-polemica/8015791/amp/,  Democrazia diretta ? I grillini pagarono 300mila euro per una ca ** ata : Friedman attacca Casaleggio al Festival dellInnovazione . Lo scontro,20250605T181500Z,https://st.ilfattoquotidiano.it/wp-content/uploads/2025/06/05/friedman_casaleggio_1200.jpg,ilfattoquotidiano.it,Italian,Italy
https://www.ansa.it/sito/notizie/mondo/2025/06/05/trump-vieta-i-viaggi-da-12-paesi-stop-ai-visti-per-harvard_2362f0f6-0514-4ba1-82fa-0b1dd9d689ad.html,https://www.ansa.it/amp/sito/notizie/mondo/2025/06/05/trump-vieta-i-viaggi-da-12-paesi-stop-ai-visti-per-harvard_2362f0f6-0514-4ba1-82fa-0b1dd9d689ad.html,"Trump vieta i viaggi da 12 Paesi , stop ai visti per Harvard - Notizie",20250605T184500Z,https://www.ansa.it/webimages/img_1129x635/2025/5/29/7c265e1ee4335649c866b70e2df02398.jpg,ansa.it,Italian,Italy
https://www.asianews.it/news-en/In-Taipei-the-memory-of-the-Tiananmen-massacre-63220.html,,ASIA TODAY In Taipei the memory of the Tiananmen massacre,20250604T134500Z,https://www.asianews.it/files/img/Asia_Today_.png,asianews.it,English,Italy
https://www.ansa.it/sito/notizie/cultura/unfilmalgiorno/2025/06/04/ansa-weekend-al-cinema-11-film-sfidano-lilo-e-stitch-e-cruise_09a0ae06-5c4e-43cf-a599-261e10d3cce9.html,https://www.ansa.it/amp/sito/notizie/cultura/unfilmalgiorno/2025/06/04/ansa-weekend-al-cinema-11-film-sfidano-lilo-e-stitch-e-cruise_09a0ae06-5c4e-43cf-a599-261e10d3cce9.html,"Weekend al cinema , 11 film sfidano Lilo e Stitch e Cruise - Un film al giorno",20250604T190000Z,https://www.ansa.it/webimages/img_1129x635/2025/6/4/1d53c3c0990731d6b8d5adbf56e87bbc.jpg,ansa.it,Italian,Italy
https://lavocedeltrentino.it/dalle-valli/campionati-europei-di-canoa-discesa-azzurri-grandi-protagonisti-sul-torrente-noce/,,Campionati Europei di canoa discesa : azzurri grandi protagonisti sul torrente Noce,20250605T193000Z,https://lavocedeltrentino.it/wwwroot/wp-content/uploads/2025/06/Cecilia-Panato.-foto-FICK.jpg,lavocedeltrentino.it,Italian,Italy
https://www.ansa.it/sito/notizie/mondo/2025/06/05/telefonata-xi-trump-sui-dazi.-il-leader-cinese-importante-eliminare-interferenze-e-sabotaggi_98b72df5-055a-4b7a-a3fb-86ed8d671c47.html,https://www.ansa.it/amp/sito/notizie/mondo/2025/06/05/telefonata-xi-trump-sui-dazi.-il-leader-cinese-importante-eliminare-interferenze-e-sabotaggi_98b72df5-055a-4b7a-a3fb-86ed8d671c47.html,Telefonata Xi - Trump sui dazi . Il leader cinese :  Importante eliminare interferenze e sabotaggi  - Notizie,20250605T154500Z,https://www.ansa.it/webimages/img_1129x635/2025/4/11/76332d9ae4d31054c58d66747cb11259.jpg,ansa.it,Italian,Italy
https://www.romatoday.it/eventi/lazarus-teatro-argentina.html,https://amp.romatoday.it/eventi/lazarus-teatro-argentina.html,Al Teatro Argentina va in scena Lazarus,20250605T093000Z,https://www.romatoday.it/~media/horizontal-hi/38359671683271/01-lazarus-fabiolovino.jpg,romatoday.it,Italian,Italy
https://www.sardiniapost.it/cucina-e-cibo/i-talenti-della-scena-gastronomica-sarda-ospiti-di-casa-clat-cene-con-sei-diversi-chef-ecco-quali/,,"I talenti della scena gastronomica sarda ospiti di Casa Clàt : cene con sei diversi chef , ecco quali",20250605T181500Z,https://www.sardiniapost.it/wp-content/uploads/2024/05/Ristorante-Casa-Clat-scaled.jpg,sardiniapost.it,Italian,Italy
https://www.zazoom.it/soluzioni-cruciverba/definizione/2025-06-06-una-popolare-goggi-06-50/814987/,,Una popolare Goggi [ Soluzione 7 lettere ] ,20250606T051500Z,https://www.zazoom.it/soluzioni-cruciverba/img/LORETTA-814987.jpg,zazoom.it,Italian,Italy
https://formiche.net/2025/06/i-colloqui-tra-italia-e-francia-sono-destinati-ad-aprire-un-nuovo-capitolo-polillo-spiega-perche/,https://formiche.net/2025/06/i-colloqui-tra-italia-e-francia-sono-destinati-ad-aprire-un-nuovo-capitolo-polillo-spiega-perche/?amp,I colloqui tra Italia e Francia sono destinati ad aprire un nuovo capitolo . Polillo spiega perché,20250604T163000Z,https://formiche.net/wp-content/blogs.dir/10051/files/2025/06/Giorgia-Meloni-ed-Emmanuel-Macron-4.jpg,formiche.net,Italian,Italy
http://www.notiziegeopolitiche.net/cuba-grazie-alla-formula-diaz-canel-fa-arrivare-il-petrolio-dal-venezuela/,,Cuba . Grazie alla  Formula  Diaz - Canel fa arrivare il petrolio dal Venezuela,20250604T164500Z,https://www.notiziegeopolitiche.net/wp-content/uploads/2023/02/Cuba-Sonia-Nicoletti-22.jpg,notiziegeopolitiche.net,Italian,Italy
https://www.zazoom.it/2025-06-05/investimenti-economici-e-capacita-militari-come-contrastare-la-cina-in-africa/17129609/,,Investimenti economici e capacità militari Come contrastare la Cina in Africa,20250605T114500Z,https://formiche.net/wp-content/blogs.dir/10051/files/2024/01/2231862471_c13ac95855_k.jpg,zazoom.it,Italian,Italy
https://www.zazoom.it/2025-06-05/taiwan-xi-a-trump-evitare-che-indipendentisti-portino-cina-e-usa-a-scontro/17131423/,,Taiwan | Xi a Trump evitare che indipendentisti portino Cina e united states a scontro,20250605T160000Z,,zazoom.it,Italian,Italy
https://www.zazoom.it/2025-06-04/tuttopizza-a-napoli-e-shanghai-la-fiera-arriva-anche-in-oriente/17122516/,,Tuttopizza a Napoli e Shanghai | la fiera arriva anche in Oriente,20250604T123000Z,https://www.dailymotion.com/thumbnail/video/x9ks1bo,zazoom.it,Italian,Italy
https://finanza.lastampa.it/News/2025/06/05/export-imprese-italiane-sace-sigla-intesa-con-banco-santander-mexico/MTAzXzIwMjUtMDYtMDVfVExC,,Export imprese italiane : SACE sigla intesa con Banco Santander México,20250605T133000Z,https://images.teleborsa.it/t/stabile/278563.t.W600.H340.M4.jpg,finanza.lastampa.it,Italian,Italy
https://www.zazoom.it/2025-06-06/film-di-tim-burton-sconosciuto-a-causa-del-flop-disney/17135616/,,Film di Tim Burton sconosciuto a causa del flop Disney,20250606T091500Z,https://jumptheshark.it/wp-content/uploads/2025/06/tim-burton-flop-disney.jpg,zazoom.it,Italian,Italy
https://www.lobodilattice.com/mostre-eventi/festa-dinaugurazione-del-progetto-on-the-rocks-magazine-e-web-tv,,Festa dinaugurazione del progetto ON THE ROCKS ! Magazine e Web tv,20250604T123000Z,https://www.lobodilattice.com/sites/default/files/mostre-eventi/otr_magazine_e_tv.jpg,lobodilattice.com,Italian,Italy
https://www.zazoom.it/2025-06-05/disgelo-tra-washington-e-pechino-telefonata-tra-jinping-e-trump/17133281/,,Disgelo tra Washington e Pechino Telefonata tra Jinping e Trump,20250605T224500Z,https://www.lanotiziagiornale.it/wp-content/uploads/2025/06/2_trump-e-pechini_wiki.jpg,zazoom.it,Italian,Italy
https://www.liberta.it/news/territorio/comuni/val-darda/noi-arrivati-a-londra-abbiamo-nel-cuore-la-casa-di-morfasso/96414,, « Noi arrivati a Londra abbiamo nel cuore la casa di Morfasso » ,20250606T031500Z,https://liberta-cos-fra1-01.fra1.cdn.digitaloceanspaces.com/liberta/stories/2025/06/05/original/37e3678e-a379-4fcf-a63b-8e2e2463e565.jpeg,liberta.it,Italian,Italy
https://www.lopinionista.it/programmi-tv-5-giugno-2025-208973.html,https://www.lopinionista.it/programmi-tv-5-giugno-2025-208973.html/amp,I programmi in tv oggi 5 giugno 2025,20250605T024500Z,https://www.lopinionista.it/wp-content/uploads/2018/11/programmi-tv-giovedi.jpg,lopinionista.it,Italian,Italy
https://laprovinciapavese.gelocal.it/italia-mondo/2025/06/05/news/trump_musk_rottura-15178382/,,Trump minaccia :  Stop ai contratti governativi di Musk . Elon :  È ora di fondare un nuovo partito ? ,20250605T200000Z,https://www.gedistatic.it/content/gnn/img/lastampa/2025/06/05/191156296-76891de0-d4bd-4cc0-8366-46724ab63cd5.jpg,laprovinciapavese.gelocal.it,Italian,Italy
https://www.ideawebtv.it/2025/06/05/lalgoritmo-conta-ma-sono-le-persone-a-fare-la-differenza/,https://www.ideawebtv.it/2025/06/05/lalgoritmo-conta-ma-sono-le-persone-a-fare-la-differenza/amp/, « Lalgoritmo conta ma sono le persone a fare la differenza » - www . ideawebtv . it - Quotidiano on line della provincia di Cuneo,20250605T053000Z,https://www.ideawebtv.it/wp-content/uploads/2025/05/DSC_7887.jpg,ideawebtv.it,Italian,Italy
https://www.zazoom.it/2025-06-05/trump-e-xi-jinping-rompono-il-ghiaccio-lintesa-al-telefono-su-dazi-e-terre-rare-ma-il-leader-cinese-avverte-state-alla-larga-da-taiwan/17131723/,,Trump e Xi Jinping rompono il ghiaccio lintesa al telefono su dazi e terre rare Ma il leader cinese avverte,20250605T173000Z,https://www.zazoom.it/news.jpg,zazoom.it,Italian,Italy
